Player,Team_x,Season,Position_x,Minutes,Goals Added,Base Salary,Guaranteed Compensation
Daniel Royer,NYRB,2016,W,310,0.73,"$375,000","$375,000"
Bernardo Añor,SKC,2015,W,551,0.73,"$135,000","$135,000"
Fernando Bob,MIN,2018,DM,667,0.72,"$152,496","$152,496"
Federico Higuaín,CLB,2019,AM,1227,0.72,"$1,100,000","$1,100,000"
Amadou Dia,"MTL, SKC",2016,FB,982,0.72,"$51,500","$51,500"
Jacob Shaffelburg,TOR,2019,W,716,0.72,"$56,250","$62,750"
Kevin Kratz,ATL,2018,CM,654,0.72,"$165,000","$179,250"
Ike Opara,SKC,2015,CB,573,0.72,"$115,000","$121,250"
Aaron Wheeler,PHI,2013,ST,189,0.72,"$46,500","$46,500"
Marlon Hairston,COL,2014,W,1097,0.71,"$70,000","$93,000"
Jared Watts,COL,2017,CB,1604,0.71,"$75,000","$75,000"
Diego Rubio,SKC,2017,ST,1120,0.71,"$202,000","$218,875"
Abdoulie Mansally,RSL,2015,FB,1440,0.71,"$60,000","$66,500"
Luiz Fernando,MIN,2018,DM,642,0.71,"$275,000","$314,167"
Chad Barson,CLB,2016,CB,360,0.71,"$63,000","$63,000"
Marcelo Silva,RSL,2018,CB,1705,0.7,"$675,000","$726,625"
Djordje Mihailovic,CHI,2018,AM,606,0.7,"$96,000","$96,000"
Brek Shea,ORL,2015,FB,1583,0.7,"$475,000","$520,000"
Drew Moor,TOR,2018,CB,621,0.7,"$350,004","$350,004"
Victor Ulloa,FCD,2016,DM,1807,0.7,"$130,000","$132,500"
Lovel Palmer,CHI,2015,FB,1953,0.7,"$118,000","$125,500"
Brent Kallman,MIN,2019,CB,1420,0.7,"$118,000","$151,531"
Brenden Aaronson,PHI,2019,AM,1848,0.7,"$70,000","$98,309"
Josh Williams,TOR,2016,CB,993,0.7,"$131,250","$131,250"
Paul Marie,SJE,2019,FB,409,0.7,"$57,225","$57,225"
Andrés Flores,POR,2019,W,871,0.7,"$70,250","$70,250"
Tomás Conechny,POR,2019,W,439,0.7,"$396,000","$396,000"
Olmes García,RSL,2016,ST,1101,0.7,"$160,000","$160,000"
Alphonso Davies,VAN,2016,W,344,0.7,"$62,500","$62,500"
Kalif Alhassan,POR,2014,W,644,0.7,"$120,000","$120,000"
David Estrada,DCU,2014,W,348,0.69,"$48,825","$48,825"
Connor Lade,NYRB,2018,FB,1455,0.69,"$114,000","$120,750"
Tajon Buchanan,NER,2019,W,450,0.69,"$90,000","$126,000"
Dave Romney,LAG,2015,FB,286,0.69,"$60,000","$60,000"
Danny Garcia,FCD,2014,AM,303,0.69,"$55,000","$71,000"
Omar Browne,MTL,2019,W,626,0.69,,
Matthew Fondy,CHV,2013,W,271,0.69,"$46,500","$46,500"
Sam Johnson,RSL,2019,ST,1419,0.69,"$650,000","$767,500"
Terry Dunfield,TOR,2013,CM,328,0.69,,
Dom Dwyer,SKC,2013,ST,757,0.69,"$65,000","$77,500"
David Guzmán,POR,2018,DM,1058,0.69,"$220,000","$240,000"
Ben Sweat,NYC,2018,FB,2380,0.69,"$67,500","$67,500"
Wandrille Lefevre,MTL,2015,CB,1070,0.69,"$60,000","$60,000"
Connor Lade,NYRB,2016,FB,1512,0.69,"$62,500","$65,313"
Ricardo Clark,CLB,2018,DM,697,0.69,"$125,000","$125,000"
Tyson Wahl,CLB,2016,CB,1094,0.69,"$115,000","$115,000"
Diego Rubio,SKC,2016,ST,410,0.69,"$180,000","$196,875"
Karl Ouimette,MTL,2013,FB,593,0.69,"$46,500","$46,500"
Collen Warner,MTL,2013,CM,978,0.68,"$110,000","$137,500"
Bakary Soumaré,MTL,2015,CB,899,0.68,"$225,000","$225,000"
Axel Sjöberg,COL,2017,CB,1777,0.68,"$108,350","$123,350"
Russell Teibert,VAN,2016,DM,757,0.68,"$115,000","$182,500"
Tim Parker,VAN,2015,CB,1369,0.68,"$60,000","$78,750"
Steven Lenhart,SJE,2014,ST,979,0.68,"$250,000","$257,500"
Álvaro Saborio,RSL,2013,ST,1452,0.67,"$360,000","$453,333"
Daniel Lovitz,TOR,2014,W,713,0.67,"$36,504","$36,504"
Sebastien Ibeagha,NYC,2018,CB,1907,0.67,"$67,500","$67,500"
Deklan Wynne,COL,2019,CB,1011,0.67,"$74,250","$74,250"
Robbie Findley,RSL,2014,ST,842,0.67,"$215,000","$245,500"
Robert Earnshaw,CHI,2014,ST,203,0.67,"$204,000","$206,250"
Adam Bedell,CLB,2014,ST,702,0.67,"$36,504","$36,504"
Rafael García,LAG,2017,DM,1292,0.67,"$82,500","$82,500"
Jámison Olave,RSL,2015,CB,1989,0.67,"$290,000","$300,000"
Shkëlzen Gashi,COL,2017,W,1119,0.67,"$1,575,000","$1,668,750"
Jonathan Lewis,NYC,2017,W,397,0.67,"$80,000","$115,500"
Razvan Cocis,CHI,2014,CM,772,0.67,"$140,004","$146,671"
Roland Alberg,PHI,2017,AM,988,0.67,"$345,000","$394,250"
Marc Pelosi,SJE,2015,CM,704,0.67,"$60,000","$72,500"
Marco Pappa,COL,2016,W,987,0.67,"$110,000","$110,000"
David Edgar,VAN,2016,CB,777,0.66,"$105,000","$113,417"
Donny Toia,ORL,2017,FB,2748,0.66,"$110,004","$110,004"
Michael Harrington,CHI,2017,FB,859,0.66,"$135,000","$136,667"
Álvaro Rey,"TOR, CLB",2014,W,528,0.66,,
Warren Creavalle,PHI,2017,DM,608,0.66,"$125,000","$138,000"
Walker Zimmerman,FCD,2014,CB,850,0.66,"$80,000","$160,100"
Ariel Lassiter,LAG,2017,W,337,0.66,"$54,075","$54,075"
Matías Pérez García,SJE,2014,ST,422,0.66,"$216,000","$216,000"
Philippe Senderos,HOU,2018,CB,683,0.66,"$225,000","$242,500"
Chris Korb,DCU,2017,FB,1240,0.65,"$65,004","$71,004"
Fidel Escobar,NYRB,2017,CB,535,0.65,"$95,000","$95,000"
Kevin Alston,NER,2015,FB,1021,0.65,"$140,000","$158,333"
Kevin Ellis,SKC,2017,CB,496,0.65,"$140,004","$148,337"
David Texeira,FCD,2015,ST,1483,0.65,"$338,000","$338,000"
Jorge Corrales,"MTL, CHI",2019,FB,1248,0.65,"$70,875","$70,875"
Gastón Sauro,CLB,2016,CB,984,0.65,"$585,000","$601,313"
Joseph Greenspan,COL,2015,FB,203,0.65,"$50,000","$50,000"
Alex Roldan,SEA,2018,W,830,0.65,"$54,500","$54,500"
Joevin Jones,SEA,2019,W,1028,0.65,"$482,004","$528,671"
Deybi Flores,VAN,2015,DM,493,0.65,"$60,000","$60,000"
Erik Hurtado,VAN,2017,ST,586,0.65,"$125,000","$131,250"
Tsubasa Endoh,TOR,2019,W,939,0.65,"$70,250","$75,583"
Mark Bloom,TOR,2013,FB,582,0.65,"$46,500","$46,500"
Omar Salgado,VAN,2014,W,234,0.64,"$100,000","$141,869"
Raheem Edwards,CHI,2019,FB,269,0.64,"$70,250","$70,250"
Latif Blessing,SKC,2017,W,1558,0.64,"$65,004","$74,379"
Bismark Boateng,COL,2018,CM,1357,0.64,"$320,004","$361,250"
Connor Lade,NYRB,2019,FB,933,0.64,"$126,000","$132,750"
Chris Klute,POR,2016,FB,765,0.63,"$86,625","$91,922"
Martín Rivero,COL,2013,AM,776,0.63,"$75,000","$75,000"
Brandon Vázquez,ATL,2017,W,252,0.63,"$100,008","$120,008"
Cristian Higuita,ORL,2017,CM,1669,0.63,"$150,000","$286,667"
Carlyle Mitchell,VAN,2013,CB,1282,0.63,"$46,500","$46,500"
Warren Creavalle,PHI,2016,DM,1964,0.63,"$118,000","$125,667"
Marcel de Jong,VAN,2017,FB,850,0.63,"$140,000","$140,000"
Héctor Jiménez,CLB,2016,FB,1363,0.63,"$105,000","$105,000"
Krisztián Németh,NER,2017,ST,200,0.63,"$547,200","$654,867"
Joshua Yaro,PHI,2016,CB,1420,0.63,"$130,000","$194,000"
Khiry Shelton,NYC,2017,W,586,0.63,"$92,950","$110,450"
Axel Sjöberg,COL,2019,CB,486,0.63,"$174,996","$179,996"
Ignacio Maganto,LAG,2015,W,586,0.62,"$60,000","$60,000"
Soony Saad,SKC,2017,W,497,0.62,"$65,004","$65,004"
Gabriel Somi,NER,2018,FB,1119,0.62,"$391,000","$425,000"
Connor Hallisey,SKC,2016,W,1172,0.62,"$63,000","$76,750"
Paulo Nagamura,SKC,2013,CM,1587,0.62,"$265,000","$270,500"
Kevin Garcia,HOU,2019,CB,916,0.62,"$72,361","$72,361"
Teal Bunbury,SKC,2013,ST,277,0.62,"$110,000","$208,000"
Will Johnson,POR,2015,DM,1114,0.62,"$314,000","$334,333"
Paulo Nagamura,SKC,2016,CM,571,0.62,"$225,000","$225,000"
Michael de Leeuw,CHI,2018,W,486,0.62,"$525,000","$589,213"
Deian Boldor,MTL,2017,CB,448,0.62,"$324,000","$324,000"
Ryan Hollingshead,FCD,2014,W,340,0.62,"$48,500","$48,500"
Victor Giro,ORL,2018,FB,471,0.62,"$90,000","$95,313"
Ruben Bover,NYRB,2014,W,308,0.61,"$36,500","$36,500"
Kelyn Rowe,"SKC, RSL",2019,W,972,0.61,"$261,400","$326,400"
Walter Vílchez,CHV,2013,CB,1043,0.61,,
Harry Shipp,SEA,2017,W,994,0.61,"$145,000","$145,000"
Dániel Sallói,SKC,2017,W,1319,0.61,"$53,000","$53,000"
Jorge Corrales,CHI,2018,FB,1419,0.61,"$67,500","$67,500"
Karl Ouimette,MTL,2014,CB,901,0.61,"$48,825","$48,825"
Marvin Chávez,"COL, CHV",2014,W,816,0.61,"$200,000","$200,000"
Seb Hines,ORL,2017,CB,489,0.6,"$129,996","$129,996"
Andy Rose,SEA,2014,CM,634,0.6,"$48,825","$48,825"
Stephen Keel,FCD,2013,CB,549,0.6,"$46,500","$46,500"
Jerry Bengtson,NER,2014,W,269,0.6,"$144,000","$144,000"
Shalrie Joseph,SEA,2013,CM,645,0.6,"$60,000","$105,500"
Cory Burke,PHI,2019,ST,548,0.6,"$75,938","$79,720"
Wilfried Moimbé,MIN,2019,FB,355,0.6,"$252,000","$274,275"
Johan Kappelhof,CHI,2018,CB,2823,0.6,"$555,000","$595,000"
Waylon Francis,SEA,2018,FB,642,0.6,"$165,000","$196,042"
Chris Tierney,NER,2018,FB,343,0.6,"$157,500","$165,833"
Fabian Herbers,PHI,2017,W,445,0.6,"$110,000","$135,500"
Maxime Chanot,NYC,2016,CB,537,0.59,"$350,004","$383,004"
Romario Williams,"ATL, CLB",2019,ST,206,0.59,"$78,650","$78,650"
Marcelo Saragosa,DCU,2013,DM,446,0.59,"$110,000","$110,000"
Marcelo Silva,RSL,2017,CB,706,0.59,"$675,000","$711,875"
Jorge Claros,SKC,2014,DM,463,0.59,"$90,000","$90,000"
Zach Scott,SEA,2015,CB,1613,0.59,"$65,000","$65,000"
Jordy Delem,SEA,2017,FB,808,0.59,"$53,004","$53,004"
Erick,FCD,2013,DM,697,0.59,"$84,000","$85,875"
Sal Zizzo,SKC,2014,W,1177,0.59,"$77,000","$91,046"
Alvas Powell,CIN,2019,FB,1072,0.59,"$235,000","$251,625"
Vincent Bezecourt,NYRB,2017,DM,217,0.59,"$53,004","$53,004"
Chad Barrett,RSL,2017,ST,82,0.59,"$99,000","$105,000"
Alex,"CHI, HOU",2015,W,905,0.58,"$142,000","$142,000"
Dillon Serna,COL,2015,W,761,0.58,"$60,000","$73,000"
John Stertzer,RSL,2015,CM,946,0.58,"$60,000","$69,167"
Jukka Raitala,MTL,2018,CB,2487,0.58,"$205,004","$241,671"
Marquinhos Pedroso,FCD,2018,FB,1282,0.58,"$330,000","$330,000"
Alan Gordon,LAG,2016,ST,818,0.58,"$170,000","$170,000"
Quincy Amarikwa,SJE,2017,ST,194,0.58,"$256,500","$270,167"
Jordan Smith,VAN,2015,FB,420,0.58,"$95,000","$102,743"
Andy O'Brien,VAN,2013,CB,1503,0.57,"$200,012","$230,012"
Amobi Okugo,"ORL, SKC",2015,DM,1026,0.57,"$275,000","$300,000"
Ashley Cole,LAG,2016,FB,2421,0.57,"$300,000","$327,625"
Nouhou Tolo,SEA,2019,FB,914,0.57,"$84,000","$84,000"
Maynor Figueroa,COL,2015,FB,971,0.57,"$99,996","$99,996"
Oswaldo Minda,CHV,2014,CM,1729,0.57,"$150,000","$168,750"
Heath Pearce,NYRB,2013,CB,1188,0.57,"$331,236","$340,736"
Daniel Lovitz,TOR,2016,W,457,0.57,"$63,000","$63,000"
Gianluca Busio,SKC,2018,CM,208,0.57,"$80,004","$82,504"
Taylor Kemp,DCU,2013,FB,570,0.57,"$35,125","$35,125"
Michael Seaton,DCU,2014,ST,68,0.56,"$48,500","$51,500"
Chris Odoi-Atsem,DCU,2017,FB,537,0.56,"$65,000","$72,500"
Grant Lillard,CHI,2018,CB,621,0.56,"$80,000","$82,500"
Joaquín Ardáiz,VAN,2019,ST,504,0.56,"$272,727","$272,727"
Donny Toia,RSL,2019,FB,2324,0.56,"$131,254","$131,254"
Pedro Ribeiro,ORL,2016,CM,174,0.56,"$63,000","$63,000"
Graham Zusi,SKC,2016,W,1792,0.56,"$700,000","$732,102"
Rasheed Olabiyi,HOU,2015,CM,309,0.56,"$60,000","$60,000"
Brandon Vázquez,ATL,2018,W,130,0.56,"$125,004","$145,004"
Alex Roldan,SEA,2019,W,505,0.56,"$57,225","$57,225"
Brett Levis,VAN,2018,FB,1032,0.56,"$68,250","$70,750"
Brandon Vázquez,ATL,2019,ST,706,0.56,"$150,000","$166,000"
Mark Sherrod,HOU,2014,ST,268,0.56,"$48,504","$48,504"
Kenwyne Jones,ATL,2017,ST,594,0.55,"$390,000","$413,333"
Zach Pfeffer,PHI,2014,AM,124,0.55,"$75,000","$85,000"
Joe Gyau,CIN,2019,W,510,0.55,"$148,200","$168,640"
Giancarlo González,LAG,2019,CB,1608,0.55,"$650,000","$719,583"
Ty Harden,SJE,2013,FB,637,0.55,"$65,000","$68,415"
Florentin Pogba,ATL,2019,CB,869,0.55,"$300,000","$324,000"
Kyle Smith,ORL,2019,FB,1556,0.55,"$70,250","$70,250"
Bradford Jamieson,LAG,2015,ST,491,0.55,"$60,000","$60,000"
Aaron Maund,"VAN, RSL",2017,CB,1250,0.55,"$165,000","$174,438"
Jack McInerney,LAG,2017,ST,294,0.55,"$325,000","$325,000"
Aly Ghazal,VAN,2018,DM,1591,0.55,"$575,000","$700,567"
Luis Silva,SEA,2019,W,223,0.55,"$70,250","$70,250"
Peter-Lee Vassell,LAFC,2019,CM,216,0.54,"$70,250","$72,750"
Saër Sène,"NYRB, NER",2014,W,558,0.54,"$152,145","$163,683"
Wálter Martínez,SJE,2013,W,1013,0.54,"$90,000","$90,000"
Thomas Piermayr,COL,2014,FB,1218,0.54,"$70,008","$74,430"
Matthew Fondy,"CHI, CHV",2014,ST,172,0.54,"$48,500","$48,500"
Tesho Akindele,FCD,2018,W,680,0.54,"$105,000","$122,500"
Jay Chapman,TOR,2017,CM,447,0.54,"$90,000","$108,500"
José Villarreal,LAG,2017,AM,448,0.54,"$105,000","$105,000"
Waylon Francis,CLB,2016,FB,1345,0.54,"$200,000","$224,375"
Brian Ching,HOU,2013,ST,315,0.54,"$50,000","$75,000"
Anthony Jackson-Hamel,MTL,2017,ST,1254,0.54,"$66,150","$66,150"
Marcel de Jong,SKC,2015,FB,896,0.54,"$180,000","$191,500"
Dan Gargan,SJE,2013,FB,662,0.53,"$88,000","$88,000"
Francois Affolter,SJE,2017,CB,546,0.53,"$120,000","$154,250"
Danilo Acosta,ORL,2019,FB,732,0.53,"$110,000","$110,000"
Aaron Maund,VAN,2018,CB,998,0.53,"$180,000","$189,438"
Jonathan Campbell,CHI,2017,CB,1140,0.53,"$101,750","$109,875"
Gastón Fernández,POR,2015,AM,814,0.53,,
Dilly Duka,CLB,2016,AM,676,0.53,"$62,508","$62,508"
Fatai Alashe,SJE,2017,CM,1291,0.53,"$98,175","$114,425"
Félix Borja,CHV,2014,ST,1061,0.53,"$48,504","$48,504"
Ryan Telfer,TOR,2018,FB,896,0.53,"$54,500","$54,500"
Marcel de Jong,VAN,2018,FB,1530,0.53,"$150,000","$164,500"
Sheanon Williams,HOU,2016,FB,1961,0.53,"$162,500","$171,500"
Micheal Azira,SEA,2014,CM,682,0.53,"$48,504","$51,148"
Mark McKenzie,PHI,2019,CB,588,0.53,"$72,225","$82,225"
Luis Solignac,CHI,2018,W,759,0.53,"$300,000","$353,313"
Gedion Zelalem,SKC,2019,CM,479,0.52,"$56,250","$77,917"
Quincy Amarikwa,DCU,2019,ST,559,0.52,"$70,250","$70,250"
Tony Beltran,RSL,2016,FB,2676,0.52,"$210,000","$220,950"
Connor Hallisey,SKC,2015,W,583,0.52,"$60,000","$73,750"
Alex Martinez,SKC,2014,CM,470,0.52,,
Stefan Aigner,COL,2017,AM,539,0.52,"$425,000","$470,885"
Nélson Haedo Valdez,SEA,2015,ST,446,0.52,"$960,000","$1,215,000"
Wells Thompson,CHI,2013,FB,591,0.52,"$105,000","$113,125"
Greg Garza,ATL,2018,FB,1015,0.52,"$175,008","$175,008"
Fred,PHI,2014,AM,404,0.52,"$65,460","$65,460"
Jordan McCrary,SEA,2018,FB,988,0.52,"$67,500","$67,500"
Lawrence Olum,MIN,2019,DM,622,0.52,"$70,250","$70,250"
Karl Ouimette,NYRB,2016,CB,635,0.51,"$63,000","$63,000"
Cristian Martínez,CLB,2018,W,895,0.51,"$68,915","$73,415"
Nicolai Næss,CLB,2017,CB,1586,0.51,,
Ronald Zubar,NYRB,2015,CB,767,0.51,"$240,000","$320,000"
London Woodberry,NER,2016,CB,2236,0.51,"$63,000","$63,000"
Frantz Pangop,MIN,2018,W,241,0.51,"$67,500","$67,500"
Pablo Álvarez,NYC,2015,W,285,0.51,"$60,000","$63,045"
Ahmed Kantari,TOR,2015,CB,1034,0.51,"$300,000","$345,000"
Ricardo Clark,CLB,2019,DM,393,0.51,"$160,000","$160,000"
Cristian Lobato,SKC,2018,FB,363,0.51,"$240,000","$240,000"
Jalil Anibaba,SKC,2015,FB,1372,0.51,"$120,000","$150,000"
Jamie Smith,COL,2013,CM,201,0.51,"$46,500","$46,500"
Bradford Jamieson,LAG,2017,W,1109,0.5,"$66,150","$66,150"
Luiz Camargo,HOU,2013,CM,151,0.5,,
Jack Barmby,POR,2016,W,483,0.5,"$72,000","$73,800"
Jeff Larentowicz,ATL,2017,DM,2812,0.5,"$175,008","$175,008"
Seth Sinovic,SKC,2016,FB,580,0.5,"$105,000","$112,667"
Josh Williams,CLB,2014,FB,1210,0.5,"$125,000","$125,000"
RJ Allen,ORL,2018,FB,1084,0.5,"$90,000","$90,000"
Richie Marquez,PHI,2017,CB,1315,0.5,"$133,000","$139,430"
Andrés Ríos,SJE,2019,AM,331,0.5,"$660,000","$729,250"
Cole Grossman,RSL,2014,DM,630,0.5,"$48,825","$48,825"
Nicolas Hasler,TOR,2017,FB,790,0.5,"$65,004","$80,671"
Kofi Opare,DCU,2018,CB,950,0.5,"$118,125","$133,125"
Donovan Pines,DCU,2019,CB,869,0.5,"$90,000","$102,000"
Conor Doyle,DCU,2015,W,1256,0.5,"$60,000","$61,250"
Josh Williams,CLB,2018,CB,1625,0.49,"$200,000","$200,000"
John Stertzer,RSL,2014,CM,312,0.49,"$36,500","$45,875"
Sheanon Williams,VAN,2017,FB,1446,0.49,"$175,000","$184,000"
James Riley,COL,2015,FB,1548,0.49,"$77,500","$83,750"
Sanna Nyassi,SJE,2015,W,1606,0.49,"$120,000","$126,250"
Andy O'Brien,VAN,2014,CB,2451,0.49,"$250,000","$280,000"
Wil Trapp,CLB,2013,CM,1506,0.49,"$100,000","$127,000"
Connor Maloney,CLB,2017,FB,133,0.49,"$53,004","$53,004"
Danny Mwanga,COL,2013,CM,631,0.49,"$130,000","$171,250"
Maxim Tissot,MTL,2016,FB,562,0.49,,
Raymon Gaddis,PHI,2013,FB,2917,0.48,"$46,500","$46,500"
Eric Miller,MIN,2018,FB,1282,0.48,"$84,998","$105,998"
Logan Pause,CHI,2014,CM,726,0.48,"$75,000","$75,000"
Sebastián Jaime,RSL,2014,ST,285,0.48,"$216,000","$216,000"
Brian White,NYRB,2018,ST,250,0.48,"$54,500","$54,500"
Stéfano Pinho,ORL,2018,W,735,0.48,"$150,000","$183,333"
Rodney Wallace,NYC,2018,W,913,0.47,"$300,000","$300,000"
Servando Carrasco,HOU,2014,DM,882,0.47,"$48,825","$48,825"
Jhon Kennedy Hurtado,SEA,2013,CB,2431,0.47,"$190,000","$190,000"
Corey Ashe,ORL,2015,FB,711,0.47,"$180,000","$189,750"
Bashkim Kadrii,MIN,2017,W,477,0.47,,
Marcus Epps,PHI,2017,W,802,0.47,"$53,004","$53,004"
Brandon McDonald,"RSL, DCU",2013,CB,1339,0.47,"$235,000","$273,250"
José Guillermo Ortiz,DCU,2017,ST,723,0.47,,
David Mateos,ORL,2015,CB,573,0.47,"$300,000","$325,000"
Connor Maloney,CLB,2019,FB,874,0.47,"$70,250","$70,250"
Chris Schuler,RSL,2016,CB,293,0.47,"$62,500","$67,500"
Luis Gil,"ORL, COL",2017,CM,959,0.47,"$144,000","$144,000"
Femi Hollinger-Janzen,NER,2017,AM,201,0.47,"$54,075","$54,075"
Gabriel Torres,COL,2013,ST,546,0.47,"$264,000","$276,500"
J.J. Koval,SJE,2015,CM,832,0.47,"$60,000","$60,000"
Aaron Schoenfeld,CLB,2013,ST,357,0.47,"$46,500","$46,500"
Nat Borchers,POR,2016,CB,1960,0.47,"$245,000","$255,000"
Nicolas Hasler,"SKC, CHI",2019,FB,801,0.47,"$168,000","$183,667"
Nick LaBrocca,COL,2015,DM,676,0.46,"$160,000","$180,000"
André Horta,LAFC,2018,CM,380,0.46,"$1,100,000","$1,198,000"
Jay Simpson,PHI,2017,ST,578,0.46,"$465,000","$508,333"
Germán Mera,COL,2013,CB,649,0.46,"$46,500","$46,500"
Anthony Jackson-Hamel,MTL,2016,ST,207,0.46,"$63,000","$63,000"
Reggie Lambe,TOR,2013,W,1964,0.46,"$67,500","$70,000"
Chad Barrett,NER,2013,W,701,0.46,"$105,000","$110,709"
Corey Ashe,HOU,2014,FB,2035,0.46,"$165,000","$174,750"
Mario Martínez,SEA,2013,W,553,0.46,,
Agus,HOU,2016,CB,727,0.46,"$132,000","$132,000"
Ramón Núñez,FCD,2013,DM,315,0.46,"$65,000","$75,000"
Ager Aketxe,TOR,2018,CM,779,0.46,"$1,190,000","$1,295,000"
André Horta,LAFC,2019,CM,205,0.46,,
Anthony Jackson-Hamel,MTL,2018,ST,659,0.45,"$140,000","$155,000"
Baggio Husidic,LAG,2018,CM,243,0.45,"$175,000","$175,000"
Saad Abdul-Salaam,NYC,2018,FB,304,0.45,"$106,480","$120,230"
Moisés Hernández,FCD,2014,FB,1221,0.45,"$48,825","$50,450"
Martín Rivero,CHV,2014,DM,618,0.45,"$50,004","$50,004"
Todd Dunivant,LAG,2014,FB,399,0.45,"$140,000","$160,750"
Dairon Asprilla,POR,2016,W,529,0.45,"$76,000","$126,000"
Drew Moor,TOR,2019,CB,1134,0.45,"$375,000","$375,000"
Chris Durkin,DCU,2019,CM,723,0.44,"$95,000","$104,375"
Nick LaBrocca,CHI,2016,W,583,0.44,"$110,000","$110,000"
Edwin Cerrillo,FCD,2019,DM,1020,0.44,"$70,250","$100,250"
Greg Cochrane,CHI,2014,FB,1153,0.44,"$48,500","$48,500"
Charlie Davies,"PHI, NER",2016,ST,464,0.44,"$108,938","$113,316"
David Horst,RSL,2017,CB,971,0.44,"$110,004","$115,004"
Gastón Sauro,CLB,2015,CB,286,0.44,"$583,200","$599,513"
Mac Steeves,HOU,2018,AM,41,0.44,,
Aboubacar Keita,CLB,2019,CB,890,0.44,"$90,000","$110,000"
Laurent Courtois,"LAG, CHV",2013,W,406,0.44,"$46,500","$46,500"
Héctor Jiménez,CLB,2018,FB,731,0.44,"$159,996","$159,996"
Sherjill MacDonald,CHI,2013,ST,631,0.44,,
Johan Kappelhof,CHI,2019,FB,2798,0.44,"$550,000","$577,833"
Nick Besler,RSL,2019,DM,837,0.44,"$85,000","$85,000"
Eric Hassli,FCD,2013,ST,501,0.43,"$237,276","$262,276"
Luis Argudo,CLB,2019,W,1198,0.43,"$57,225","$57,225"
Brad Smith,SEA,2018,FB,485,0.43,"$529,092","$564,365"
Pablo Mastroeni,"LAG, COL",2013,CM,635,0.43,"$150,000","$200,000"
Diego Campos,CHI,2019,FB,487,0.43,"$70,250","$72,825"
Dairon Asprilla,POR,2018,ST,793,0.43,"$180,000","$193,750"
Corey Hertzog,VAN,2013,ST,444,0.43,"$50,004","$60,671"
Alhaji Kamara,DCU,2016,ST,208,0.43,"$51,500","$59,750"
Jacob Peterson,SKC,2013,W,924,0.43,"$100,000","$104,833"
Juan David Cabezas,HOU,2018,DM,317,0.43,"$255,156","$279,156"
Jasser Khmiri,VAN,2019,CB,98,0.43,"$180,000","$180,000"
Kofi Sarkodie,SJE,2017,FB,1409,0.43,"$135,000","$140,000"
Erickson Gallardo,TOR,2019,W,259,0.42,"$275,004","$306,917"
Juan Luis Anangonó,CHI,2014,ST,568,0.42,"$175,000","$175,000"
Justen Glad,RSL,2017,CB,1759,0.42,"$225,000","$246,700"
Mohammed Abu,CLB,2018,DM,113,0.42,"$175,008","$181,258"
Aljaz Struna,HOU,2019,CB,2885,0.42,"$1,100,000","$1,210,000"
Peter Luccin,FCD,2014,CM,297,0.42,"$75,000","$114,333"
Darrius Barnes,NER,2014,FB,1767,0.42,"$80,000","$86,667"
Brad Evans,SEA,2017,FB,517,0.42,"$300,000","$338,501"
Lamine Sané,ORL,2018,CB,1491,0.42,"$807,500","$855,000"
Patrice Bernier,MTL,2015,DM,779,0.42,"$90,000","$135,000"
Robert Earnshaw,VAN,2015,AM,80,0.42,"$100,000","$100,000"
Aníbal Godoy,SJE,2019,CM,1480,0.42,"$450,000","$498,125"
Rodolfo Zelaya,LAFC,2019,W,137,0.42,"$162,500","$185,833"
Jimmy Medranda,SKC,2015,W,447,0.42,"$60,000","$60,000"
Antoine Hoppenot,PHI,2014,ST,275,0.42,"$54,450","$54,450"
Chris Schuler,ORL,2018,CB,860,0.42,"$75,000","$81,250"
Jimmy Medranda,SKC,2019,CM,237,0.42,"$155,004","$155,004"
Danny Wilson,COL,2018,CB,2124,0.41,"$500,000","$540,000"
Niko Hansen,"CLB, HOU",2019,W,372,0.41,"$71,663","$79,163"
Drew Conner,CHI,2017,FB,985,0.41,"$65,625","$65,625"
Andreas Ivan,NYRB,2018,W,249,0.41,"$240,000","$344,100"
Kenney Walker,LAG,2014,CM,373,0.41,"$48,825","$48,825"
Konrad Warzycha,CLB,2013,CM,344,0.41,"$46,500","$46,500"
A.J. DeLaGarza,HOU,2018,FB,395,0.41,"$200,000","$207,500"
Sebastián Jaime,RSL,2015,W,1338,0.41,"$200,000","$266,667"
Kalifa Cissé,NER,2013,CM,486,0.41,,
Jordi Quintillà,SKC,2015,CM,312,0.41,"$50,000","$59,525"
Dylan Remick,HOU,2017,FB,1264,0.41,"$66,150","$66,150"
Vincent Bezecourt,NYRB,2018,DM,442,0.41,"$67,500","$69,921"
Tony Alfaro,SEA,2016,CB,316,0.41,"$51,500","$51,500"
Peter Luccin,FCD,2013,DM,214,0.41,"$90,000","$131,000"
Blas Pérez,VAN,2016,ST,882,0.41,"$215,000","$225,750"
Mekeil Williams,COL,2017,FB,1526,0.41,"$110,000","$115,000"
John Nelson,FCD,2019,FB,526,0.4,"$80,000","$113,000"
Fraser Aird,VAN,2016,FB,1566,0.4,"$51,500","$58,625"
Collen Warner,MIN,2018,DM,1356,0.4,"$251,004","$251,004"
Mikey Lopez,NYC,2017,DM,675,0.4,"$75,000","$75,000"
Patrick Doody,CHI,2015,FB,608,0.4,"$50,000","$50,000"
